PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Reggie Bullock,DET,11/20/2017,DET vs. CLE,L,7,6,3,3,100.0,0,0,-,0,0,-,1,0,1,2,2,0,0,0,9
Andre Drummond,DET,11/20/2017,DET vs. CLE,L,25,8,3,7,42.9,0,0,-,2,6,33.3,3,5,8,3,1,0,6,3,-19
Anthony Tolliver,DET,11/20/2017,DET vs. CLE,L,13,6,2,3,66.7,2,3,66.7,0,0,-,0,1,1,0,0,0,0,3,-21
Reggie Jackson,DET,11/20/2017,DET vs. CLE,L,24,10,3,7,42.9,2,2,100.0,2,2,100.0,0,1,1,6,0,0,1,1,-20
Langston Galloway,DET,11/19/2017,DET @ MIN,W,4,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,2,1,0,0,0,9
Avery Bradley,DET,11/19/2017,DET @ MIN,W,34,18,8,14,57.1,2,3,66.7,0,1,0.0,0,1,1,1,3,0,3,4,-3
Anthony Tolliver,DET,11/19/2017,DET @ MIN,W,11,7,2,4,50.0,1,3,33.3,2,3,66.7,0,0,0,1,0,0,1,3,9
Stanley Johnson,DET,11/19/2017,DET @ MIN,W,38,10,4,13,30.8,1,7,14.3,1,2,50.0,1,3,4,2,2,0,1,2,-9
Ish Smith,DET,11/19/2017,DET @ MIN,W,19,9,4,7,57.1,1,1,100.0,0,0,-,0,0,0,5,0,0,2,3,14
Reggie Bullock,DET,11/19/2017,DET @ MIN,W,10,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,1,5
Tobias Harris,DET,11/19/2017,DET @ MIN,W,37,18,6,16,37.5,2,7,28.6,4,5,80.0,1,8,9,1,2,0,0,0,-6
Reggie Jackson,DET,11/19/2017,DET @ MIN,W,29,16,7,11,63.6,1,2,50.0,1,2,50.0,0,2,2,8,0,0,4,3,-11
Andre Drummond,DET,11/19/2017,DET @ MIN,W,33,20,8,15,53.3,0,0,-,4,5,80.0,9,7,16,4,1,2,6,3,-5
Eric Moreland,DET,11/19/2017,DET @ MIN,W,15,0,0,0,-,0,0,-,0,0,-,0,3,3,1,0,0,0,2,8
Luke Kennard,DET,11/19/2017,DET @ MIN,W,10,2,0,1,0.0,0,0,-,2,2,100.0,0,1,1,0,1,0,2,0,4
Eric Moreland,DET,11/17/2017,DET @ IND,L,13,0,0,1,0.0,0,0,-,0,0,-,1,2,3,1,0,2,0,1,5
Stanley Johnson,DET,11/17/2017,DET @ IND,L,25,3,1,9,11.1,1,5,20.0,0,0,-,0,1,1,0,0,2,0,1,-9
Tobias Harris,DET,11/17/2017,DET @ IND,L,30,15,6,16,37.5,1,5,20.0,2,2,100.0,1,4,5,2,1,1,0,3,-3
Langston Galloway,DET,11/17/2017,DET @ IND,L,13,5,2,7,28.6,1,3,33.3,0,0,-,0,1,1,1,0,0,0,0,8
Avery Bradley,DET,11/17/2017,DET @ IND,L,33,16,6,13,46.2,3,5,60.0,1,2,50.0,0,6,6,0,0,0,0,3,-13
Anthony Tolliver,DET,11/17/2017,DET @ IND,L,18,6,2,5,40.0,2,5,40.0,0,0,-,1,4,5,2,0,0,0,0,-2
Andre Drummond,DET,11/17/2017,DET @ IND,L,35,11,5,10,50.0,0,0,-,1,2,50.0,7,8,15,5,1,3,5,4,-12
Ish Smith,DET,11/17/2017,DET @ IND,L,20,15,5,10,50.0,1,1,100.0,4,4,100.0,0,2,2,2,0,0,1,2,-8
Reggie Jackson,DET,11/17/2017,DET @ IND,L,29,16,7,14,50.0,2,5,40.0,0,0,-,0,2,2,7,0,0,3,2,-1
Luke Kennard,DET,11/17/2017,DET @ IND,L,25,13,5,8,62.5,3,4,75.0,0,0,-,1,2,3,0,2,0,2,2,0
Tobias Harris,DET,11/15/2017,DET @ MIL,L,34,13,4,11,36.4,2,4,50.0,3,3,100.0,0,3,3,2,0,0,1,0,-13
Eric Moreland,DET,11/15/2017,DET @ MIL,L,19,0,0,2,0.0,0,0,-,0,0,-,6,3,9,1,0,2,1,3,3
Ish Smith,DET,11/15/2017,DET @ MIL,L,26,4,2,11,18.2,0,2,0.0,0,0,-,0,4,4,4,0,0,2,4,13
Avery Bradley,DET,11/15/2017,DET @ MIL,L,33,28,8,18,44.4,6,10,60.0,6,6,100.0,1,1,2,5,1,0,5,1,-19
Stanley Johnson,DET,11/15/2017,DET @ MIL,L,18,2,1,2,50.0,0,1,0.0,0,0,-,0,3,3,0,1,0,0,3,-12
Andre Drummond,DET,11/15/2017,DET @ MIL,L,29,13,4,9,44.4,0,0,-,5,8,62.5,8,9,17,4,1,0,4,4,-7
Anthony Tolliver,DET,11/15/2017,DET @ MIL,L,31,9,3,8,37.5,2,7,28.6,1,1,100.0,1,2,3,3,2,1,1,3,11
Langston Galloway,DET,11/15/2017,DET @ MIL,L,15,9,2,10,20.0,2,7,28.6,3,3,100.0,1,0,1,2,1,0,0,0,15
Reggie Jackson,DET,11/15/2017,DET @ MIL,L,22,6,2,7,28.6,0,2,0.0,2,2,100.0,0,1,1,2,0,0,2,1,-17
Luke Kennard,DET,11/15/2017,DET @ MIL,L,13,11,4,7,57.1,3,4,75.0,0,0,-,0,2,2,0,1,0,0,1,6
Avery Bradley,DET,11/12/2017,DET vs. MIA,W,30,24,9,19,47.4,2,5,40.0,4,4,100.0,2,4,6,1,2,0,3,0,-2
Reggie Jackson,DET,11/12/2017,DET vs. MIA,W,29,17,7,15,46.7,1,3,33.3,2,2,100.0,0,4,4,4,0,0,5,4,-3
Anthony Tolliver,DET,11/12/2017,DET vs. MIA,W,19,9,3,4,75.0,3,3,100.0,0,0,-,1,2,3,2,0,1,0,1,9
Ish Smith,DET,11/12/2017,DET vs. MIA,W,19,11,5,7,71.4,0,0,-,1,3,33.3,1,3,4,7,0,0,0,0,12
Andre Drummond,DET,11/12/2017,DET vs. MIA,W,36,8,3,8,37.5,0,0,-,2,4,50.0,6,11,17,4,0,1,3,4,11
Tobias Harris,DET,11/12/2017,DET vs. MIA,W,37,25,8,15,53.3,5,8,62.5,4,4,100.0,0,7,7,1,0,0,0,2,4
Langston Galloway,DET,11/12/2017,DET vs. MIA,W,18,4,1,4,25.0,1,3,33.3,1,2,50.0,0,4,4,0,0,0,0,1,11
Reggie Bullock,DET,11/12/2017,DET vs. MIA,W,20,0,0,3,0.0,0,1,0.0,0,0,-,1,2,3,2,0,0,0,0,-12
Eric Moreland,DET,11/12/2017,DET vs. MIA,W,5,0,0,1,0.0,0,0,-,0,0,-,0,1,1,0,0,2,0,3,-6
Luke Kennard,DET,11/12/2017,DET vs. MIA,W,28,14,6,11,54.5,2,5,40.0,0,1,0.0,0,5,5,3,0,1,2,2,21
Langston Galloway,DET,11/10/2017,DET vs. ATL,W,15,5,1,5,20.0,1,3,33.3,2,2,100.0,0,1,1,0,1,1,0,0,-4
Anthony Tolliver,DET,11/10/2017,DET vs. ATL,W,17,5,1,5,20.0,0,3,0.0,3,4,75.0,1,3,4,0,0,0,3,1,2
Tobias Harris,DET,11/10/2017,DET vs. ATL,W,32,16,6,11,54.5,4,5,80.0,0,0,-,3,5,8,1,0,0,3,2,6
Andre Drummond,DET,11/10/2017,DET vs. ATL,W,37,16,6,15,40.0,0,0,-,4,6,66.7,10,10,20,7,0,2,6,2,6
Eric Moreland,DET,11/10/2017,DET vs. ATL,W,10,2,1,1,100.0,0,0,-,0,0,-,2,2,4,1,0,1,0,1,0
Reggie Bullock,DET,11/10/2017,DET vs. ATL,W,29,6,2,5,40.0,2,5,40.0,0,0,-,1,1,2,1,1,1,0,4,3
Luke Kennard,DET,11/10/2017,DET vs. ATL,W,17,2,1,4,25.0,0,2,0.0,0,0,-,0,2,2,2,1,0,1,0,5
Avery Bradley,DET,11/10/2017,DET vs. ATL,W,35,20,6,15,40.0,1,3,33.3,7,10,70.0,2,2,4,0,1,0,2,2,10
Ish Smith,DET,11/10/2017,DET vs. ATL,W,19,17,7,10,70.0,1,2,50.0,2,2,100.0,0,3,3,5,1,0,1,4,-1
Reggie Jackson,DET,11/10/2017,DET vs. ATL,W,29,22,8,18,44.4,3,7,42.9,3,3,100.0,1,2,3,6,2,0,1,2,8
Reggie Bullock,DET,11/08/2017,DET vs. IND,W,33,7,3,7,42.9,1,4,25.0,0,0,-,0,1,1,3,1,0,0,0,9
Boban Marjanovic,DET,11/08/2017,DET vs. IND,W,9,9,3,4,75.0,0,0,-,3,3,100.0,2,2,4,1,0,1,2,3,-4
Eric Moreland,DET,11/08/2017,DET vs. IND,W,6,2,1,2,50.0,0,0,-,0,0,-,1,1,2,1,0,1,0,1,-7
Reggie Jackson,DET,11/08/2017,DET vs. IND,W,27,18,6,10,60.0,2,3,66.7,4,5,80.0,0,3,3,6,0,0,3,1,19
Anthony Tolliver,DET,11/08/2017,DET vs. IND,W,14,3,1,3,33.3,1,3,33.3,0,0,-,0,2,2,4,0,0,0,2,13
Ish Smith,DET,11/08/2017,DET vs. IND,W,21,10,5,10,50.0,0,2,0.0,0,0,-,1,2,3,5,0,1,1,0,-2
Tobias Harris,DET,11/08/2017,DET vs. IND,W,34,23,8,19,42.1,5,9,55.6,2,2,100.0,0,8,8,1,1,0,1,4,4
Andre Drummond,DET,11/08/2017,DET vs. IND,W,34,14,7,9,77.8,0,0,-,0,7,0.0,4,17,21,4,0,1,4,4,28
Avery Bradley,DET,11/08/2017,DET vs. IND,W,29,14,4,11,36.4,2,5,40.0,4,4,100.0,0,3,3,0,1,1,4,4,14
Langston Galloway,DET,11/08/2017,DET vs. IND,W,22,12,4,5,80.0,1,1,100.0,3,4,75.0,0,3,3,0,0,0,0,2,13
Luke Kennard,DET,11/08/2017,DET vs. IND,W,12,2,1,3,33.3,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-2
Luke Kennard,DET,11/04/2017,DET vs. SAC,W,10,2,1,4,25.0,0,1,0.0,0,0,-,0,0,0,2,0,0,0,0,2
Stanley Johnson,DET,11/04/2017,DET vs. SAC,W,23,8,3,3,100.0,2,2,100.0,0,0,-,0,2,2,1,0,0,1,0,16
Avery Bradley,DET,11/04/2017,DET vs. SAC,W,33,24,10,15,66.7,3,6,50.0,1,2,50.0,1,1,2,3,1,1,5,4,10
Reggie Jackson,DET,11/04/2017,DET vs. SAC,W,28,15,3,10,30.0,2,4,50.0,7,8,87.5,0,0,0,7,2,0,3,1,7
Andre Drummond,DET,11/04/2017,DET vs. SAC,W,36,16,7,10,70.0,0,0,-,2,4,50.0,5,14,19,4,3,1,3,4,8
Anthony Tolliver,DET,11/04/2017,DET vs. SAC,W,19,10,3,4,75.0,2,3,66.7,2,4,50.0,1,2,3,1,2,0,1,3,0
Tobias Harris,DET,11/04/2017,DET vs. SAC,W,35,20,7,14,50.0,4,7,57.1,2,2,100.0,1,4,5,5,1,1,2,1,9
Ish Smith,DET,11/04/2017,DET vs. SAC,W,20,10,5,13,38.5,0,0,-,0,0,-,0,3,3,2,1,0,0,1,2
Reggie Bullock,DET,11/04/2017,DET vs. SAC,W,20,1,0,2,0.0,0,0,-,1,2,50.0,0,0,0,0,0,0,0,0,-3
Eric Moreland,DET,11/04/2017,DET vs. SAC,W,9,0,0,2,0.0,0,0,-,0,0,-,0,1,1,2,0,0,0,5,-3
Langston Galloway,DET,11/04/2017,DET vs. SAC,W,7,2,1,2,50.0,0,1,0.0,0,0,-,0,0,0,1,0,0,0,0,-3
Reggie Bullock,DET,11/03/2017,DET vs. MIL,W,4,0,0,1,0.0,0,1,0.0,0,0,-,0,1,1,0,0,0,0,0,-1
Reggie Jackson,DET,11/03/2017,DET vs. MIL,W,30,9,3,11,27.3,1,4,25.0,2,2,100.0,1,2,3,8,0,0,2,1,6
Anthony Tolliver,DET,11/03/2017,DET vs. MIL,W,19,7,2,4,50.0,0,2,0.0,3,4,75.0,1,1,2,0,1,0,2,1,10
Eric Moreland,DET,11/03/2017,DET vs. MIL,W,20,6,3,3,100.0,0,0,-,0,0,-,2,7,9,1,0,1,2,3,17
Langston Galloway,DET,11/03/2017,DET vs. MIL,W,13,5,2,4,50.0,1,3,33.3,0,0,-,0,2,2,0,1,0,1,0,8
Avery Bradley,DET,11/03/2017,DET vs. MIL,W,35,23,8,19,42.1,3,6,50.0,4,4,100.0,1,1,2,2,3,1,3,0,1
Andre Drummond,DET,11/03/2017,DET vs. MIL,W,28,24,5,7,71.4,0,0,-,14,16,87.5,2,12,14,0,1,2,0,2,-8
Tobias Harris,DET,11/03/2017,DET vs. MIL,W,35,13,5,13,38.5,3,6,50.0,0,0,-,0,1,1,3,1,0,0,0,7
Stanley Johnson,DET,11/03/2017,DET vs. MIL,W,38,8,4,10,40.0,0,4,0.0,0,2,0.0,0,2,2,3,3,0,0,3,2
Ish Smith,DET,11/03/2017,DET vs. MIL,W,18,10,5,6,83.3,0,0,-,0,0,-,0,3,3,4,0,0,2,1,3
Andre Drummond,DET,10/31/2017,DET @ LAL,L,35,10,5,9,55.6,0,0,-,0,0,-,4,8,12,5,1,0,1,1,-10
Ish Smith,DET,10/31/2017,DET @ LAL,L,23,12,6,9,66.7,0,1,0.0,0,0,-,0,3,3,3,0,0,0,0,-7
Langston Galloway,DET,10/31/2017,DET @ LAL,L,12,5,2,2,100.0,1,1,100.0,0,0,-,0,1,1,1,0,0,1,0,-7
Henry Ellenson,DET,10/31/2017,DET @ LAL,L,9,3,1,4,25.0,1,2,50.0,0,0,-,0,1,1,1,0,0,1,0,-5
Jon Leuer,DET,10/31/2017,DET @ LAL,L,10,4,2,4,50.0,0,0,-,0,0,-,1,3,4,1,0,0,1,2,-12
Tobias Harris,DET,10/31/2017,DET @ LAL,L,33,18,8,19,42.1,2,7,28.6,0,0,-,1,3,4,2,1,1,0,1,-13
Stanley Johnson,DET,10/31/2017,DET @ LAL,L,28,9,3,8,37.5,3,6,50.0,0,0,-,0,4,4,0,0,1,3,3,-5
Reggie Bullock,DET,10/31/2017,DET @ LAL,L,15,0,0,3,0.0,0,3,0.0,0,0,-,0,2,2,2,1,1,1,0,-16
Eric Moreland,DET,10/31/2017,DET @ LAL,L,3,0,0,0,-,0,0,-,0,2,0.0,0,1,1,1,1,0,0,0,2
Avery Bradley,DET,10/31/2017,DET @ LAL,L,34,8,4,17,23.5,0,5,0.0,0,0,-,2,3,5,0,1,0,3,2,-10
Anthony Tolliver,DET,10/31/2017,DET @ LAL,L,10,6,2,4,50.0,2,4,50.0,0,0,-,0,0,0,0,0,0,0,1,-1
Reggie Jackson,DET,10/31/2017,DET @ LAL,L,27,18,8,15,53.3,1,4,25.0,1,1,100.0,2,5,7,5,2,0,2,1,-16
Langston Galloway,DET,10/29/2017,DET @ GSW,W,5,0,0,2,0.0,0,2,0.0,0,0,-,0,0,0,0,0,0,0,0,5
Ish Smith,DET,10/29/2017,DET @ GSW,W,18,16,6,7,85.7,0,0,-,4,4,100.0,0,0,0,2,0,0,0,2,11
Jon Leuer,DET,10/29/2017,DET @ GSW,W,7,4,2,4,50.0,0,0,-,0,0,-,1,3,4,0,1,0,0,0,7
Anthony Tolliver,DET,10/29/2017,DET @ GSW,W,17,7,1,3,33.3,0,2,0.0,5,5,100.0,3,2,5,1,1,0,0,0,21
Tobias Harris,DET,10/29/2017,DET @ GSW,W,31,16,6,18,33.3,2,6,33.3,2,2,100.0,2,2,4,2,0,0,2,2,-13
Avery Bradley,DET,10/29/2017,DET @ GSW,W,36,23,8,13,61.5,5,7,71.4,2,2,100.0,1,0,1,2,3,0,3,1,-10
Reggie Jackson,DET,10/29/2017,DET @ GSW,W,30,22,8,12,66.7,2,3,66.7,4,4,100.0,2,1,3,5,0,0,2,1,-3
Stanley Johnson,DET,10/29/2017,DET @ GSW,W,41,15,6,13,46.2,3,5,60.0,0,0,-,0,2,2,3,3,0,1,1,-5
Reggie Bullock,DET,10/29/2017,DET @ GSW,W,14,4,2,4,50.0,0,2,0.0,0,0,-,0,0,0,2,3,0,1,0,26
Andre Drummond,DET,10/29/2017,DET @ GSW,W,41,8,4,17,23.5,0,0,-,0,0,-,8,10,18,5,5,0,4,2,1
Anthony Tolliver,DET,10/28/2017,DET @ LAC,W,26,8,3,8,37.5,1,5,20.0,1,3,33.3,2,2,4,2,1,2,0,3,9
Henry Ellenson,DET,10/28/2017,DET @ LAC,W,12,0,0,5,0.0,0,2,0.0,0,0,-,1,4,5,0,1,0,2,3,-6
Reggie Bullock,DET,10/28/2017,DET @ LAC,W,7,1,0,2,0.0,0,1,0.0,1,2,50.0,0,1,1,0,0,0,0,0,-6
Tobias Harris,DET,10/28/2017,DET @ LAC,W,20,12,4,7,57.1,2,3,66.7,2,2,100.0,1,0,1,1,0,0,0,4,7
Reggie Jackson,DET,10/28/2017,DET @ LAC,W,32,15,6,15,40.0,1,3,33.3,2,2,100.0,2,2,4,7,1,0,4,2,3
Ish Smith,DET,10/28/2017,DET @ LAC,W,16,8,4,6,66.7,0,1,0.0,0,0,-,0,2,2,1,0,0,0,0,-8
Andre Drummond,DET,10/28/2017,DET @ LAC,W,34,15,7,10,70.0,0,0,-,1,2,50.0,4,13,17,1,2,3,3,2,12
Stanley Johnson,DET,10/28/2017,DET @ LAC,W,31,9,3,7,42.9,2,4,50.0,1,2,50.0,0,4,4,1,2,0,0,1,-1
Jon Leuer,DET,10/28/2017,DET @ LAC,W,14,2,0,4,0.0,0,0,-,2,2,100.0,1,4,5,1,0,1,1,3,-7
Langston Galloway,DET,10/28/2017,DET @ LAC,W,18,13,5,9,55.6,3,7,42.9,0,0,-,0,2,2,0,0,0,0,1,-10
Eric Moreland,DET,10/28/2017,DET @ LAC,W,1,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-6
Avery Bradley,DET,10/28/2017,DET @ LAC,W,30,12,4,15,26.7,0,2,0.0,4,6,66.7,1,4,5,2,4,0,2,1,10
Reggie Jackson,DET,10/25/2017,DET vs. MIN,W,25,10,3,6,50.0,2,4,50.0,2,3,66.7,2,0,2,4,1,0,0,3,-2
Ish Smith,DET,10/25/2017,DET vs. MIN,W,22,2,1,3,33.3,0,0,-,0,0,-,1,2,3,13,0,0,3,3,20
Eric Moreland,DET,10/25/2017,DET vs. MIN,W,2,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,0,3
Luke Kennard,DET,10/25/2017,DET vs. MIN,W,2,0,0,0,-,0,0,-,0,0,-,0,1,1,1,0,0,0,0,3
Langston Galloway,DET,10/25/2017,DET vs. MIN,W,18,5,2,4,50.0,1,2,50.0,0,0,-,0,1,1,2,0,1,0,1,18
Andre Drummond,DET,10/25/2017,DET vs. MIN,W,28,15,6,10,60.0,0,0,-,3,6,50.0,7,8,15,4,2,1,5,4,4
Jon Leuer,DET,10/25/2017,DET vs. MIN,W,19,7,2,4,50.0,0,0,-,3,4,75.0,2,7,9,0,0,0,4,4,14
Stanley Johnson,DET,10/25/2017,DET vs. MIN,W,36,15,6,12,50.0,1,6,16.7,2,2,100.0,0,3,3,3,1,0,1,3,1
Henry Ellenson,DET,10/25/2017,DET vs. MIN,W,21,14,6,12,50.0,2,7,28.6,0,0,-,0,5,5,1,0,0,1,0,24
Avery Bradley,DET,10/25/2017,DET vs. MIN,W,30,20,8,17,47.1,3,6,50.0,1,2,50.0,0,4,4,3,1,0,0,1,3
Tobias Harris,DET,10/25/2017,DET vs. MIN,W,39,34,14,24,58.3,6,9,66.7,0,0,-,0,4,4,1,2,1,1,3,17
Andre Drummond,DET,10/23/2017,DET vs. PHI,L,38,14,5,9,55.6,0,0,-,4,6,66.7,5,9,14,1,4,1,1,5,-11
Langston Galloway,DET,10/23/2017,DET vs. PHI,L,13,9,3,4,75.0,3,4,75.0,0,0,-,0,1,1,0,0,0,2,0,17
Ish Smith,DET,10/23/2017,DET vs. PHI,L,17,4,2,7,28.6,0,1,0.0,0,0,-,1,3,4,2,1,1,3,1,-7
Reggie Jackson,DET,10/23/2017,DET vs. PHI,L,31,16,7,17,41.2,0,5,0.0,2,3,66.7,1,5,6,7,0,0,3,3,-6
Luke Kennard,DET,10/23/2017,DET vs. PHI,L,17,6,2,6,33.3,0,1,0.0,2,4,50.0,0,3,3,1,0,0,1,2,-6
Stanley Johnson,DET,10/23/2017,DET vs. PHI,L,18,0,0,1,0.0,0,1,0.0,0,0,-,0,0,0,0,0,0,0,4,-18
Anthony Tolliver,DET,10/23/2017,DET vs. PHI,L,20,5,2,7,28.6,1,6,16.7,0,0,-,0,2,2,0,0,0,0,1,-12
Avery Bradley,DET,10/23/2017,DET vs. PHI,L,38,15,7,16,43.8,1,5,20.0,0,0,-,1,0,1,3,0,0,2,1,-1
Jon Leuer,DET,10/23/2017,DET vs. PHI,L,16,6,0,2,0.0,0,1,0.0,6,6,100.0,1,3,4,0,0,0,1,3,-5
Tobias Harris,DET,10/23/2017,DET vs. PHI,L,33,11,5,16,31.3,1,6,16.7,0,0,-,0,4,4,0,0,0,1,1,-7
Ish Smith,DET,10/21/2017,DET @ NYK,W,22,10,5,9,55.6,0,1,0.0,0,0,-,0,0,0,3,1,0,1,2,-11
Jon Leuer,DET,10/21/2017,DET @ NYK,W,19,6,3,4,75.0,0,1,0.0,0,0,-,1,1,2,2,0,0,0,1,-10
Tobias Harris,DET,10/21/2017,DET @ NYK,W,38,31,13,24,54.2,3,9,33.3,2,3,66.7,3,3,6,1,0,0,0,3,2
Luke Kennard,DET,10/21/2017,DET @ NYK,W,17,2,1,4,25.0,0,2,0.0,0,0,-,1,2,3,0,0,0,2,1,-5
Stanley Johnson,DET,10/21/2017,DET @ NYK,W,29,9,3,7,42.9,1,4,25.0,2,2,100.0,2,6,8,2,0,0,2,3,-7
Anthony Tolliver,DET,10/21/2017,DET @ NYK,W,20,9,3,8,37.5,3,7,42.9,0,0,-,1,3,4,2,0,1,0,2,21
Boban Marjanovic,DET,10/21/2017,DET @ NYK,W,4,2,1,3,33.3,0,0,-,0,0,-,0,0,0,0,1,0,0,1,-6
Andre Drummond,DET,10/21/2017,DET @ NYK,W,38,21,9,11,81.8,0,0,-,3,3,100.0,4,8,12,1,1,1,5,3,7
Avery Bradley,DET,10/21/2017,DET @ NYK,W,22,5,2,9,22.2,1,2,50.0,0,0,-,1,4,5,3,2,0,1,4,11
Reggie Jackson,DET,10/21/2017,DET @ NYK,W,26,16,4,12,33.3,1,4,25.0,7,7,100.0,2,1,3,7,0,0,0,4,14
Henry Ellenson,DET,10/21/2017,DET @ NYK,W,4,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,1,1,-6
Eric Moreland,DET,10/20/2017,DET @ WAS,L,12,0,0,0,-,0,0,-,0,0,-,0,3,3,0,0,0,2,3,-8
Langston Galloway,DET,10/20/2017,DET @ WAS,L,12,5,2,3,66.7,1,2,50.0,0,0,-,0,2,2,1,0,0,0,3,2
Ish Smith,DET,10/20/2017,DET @ WAS,L,16,12,6,12,50.0,0,2,0.0,0,2,0.0,2,1,3,3,1,0,4,3,-10
Luke Kennard,DET,10/20/2017,DET @ WAS,L,19,11,5,8,62.5,1,4,25.0,0,0,-,0,0,0,2,2,0,2,1,0
Reggie Jackson,DET,10/20/2017,DET @ WAS,L,32,21,8,21,38.1,3,7,42.9,2,2,100.0,0,4,4,5,5,0,5,5,6
Andre Drummond,DET,10/20/2017,DET @ WAS,L,26,9,4,9,44.4,0,0,-,1,1,100.0,6,6,12,2,1,0,1,6,-7
Tobias Harris,DET,10/20/2017,DET @ WAS,L,34,15,5,10,50.0,1,1,100.0,4,5,80.0,1,2,3,1,1,0,0,2,2
Avery Bradley,DET,10/20/2017,DET @ WAS,L,33,18,6,13,46.2,3,6,50.0,3,4,75.0,1,1,2,2,1,0,5,3,-11
Jon Leuer,DET,10/20/2017,DET @ WAS,L,32,10,4,8,50.0,0,0,-,2,2,100.0,0,1,1,1,0,1,0,3,9
Stanley Johnson,DET,10/20/2017,DET @ WAS,L,24,10,3,3,100.0,1,1,100.0,3,4,75.0,0,3,3,2,1,0,0,3,-3
Eric Moreland,DET,10/18/2017,DET vs. CHA,W,12,0,0,0,-,0,0,-,0,0,-,0,1,1,0,3,0,0,2,2
Langston Galloway,DET,10/18/2017,DET vs. CHA,W,25,16,6,11,54.5,3,6,50.0,1,1,100.0,0,4,4,0,3,0,1,0,2
Avery Bradley,DET,10/18/2017,DET vs. CHA,W,23,15,7,10,70.0,0,0,-,1,1,100.0,0,2,2,1,0,0,2,4,10
Reggie Jackson,DET,10/18/2017,DET vs. CHA,W,27,13,5,10,50.0,0,1,0.0,3,3,100.0,1,4,5,8,1,0,0,2,10
Henry Ellenson,DET,10/18/2017,DET vs. CHA,W,16,13,5,10,50.0,2,4,50.0,1,1,100.0,0,4,4,1,1,0,0,2,4
Jon Leuer,DET,10/18/2017,DET vs. CHA,W,19,4,2,6,33.3,0,1,0.0,0,1,0.0,0,3,3,0,0,1,1,0,6
Andre Drummond,DET,10/18/2017,DET vs. CHA,W,22,8,3,9,33.3,0,0,-,2,2,100.0,5,8,13,4,1,2,0,3,8
Stanley Johnson,DET,10/18/2017,DET vs. CHA,W,40,2,0,13,0.0,0,6,0.0,2,2,100.0,1,3,4,1,4,0,0,1,6
Tobias Harris,DET,10/18/2017,DET vs. CHA,W,34,27,11,18,61.1,4,7,57.1,1,1,100.0,2,8,10,3,0,0,1,3,10
Ish Smith,DET,10/18/2017,DET vs. CHA,W,21,4,2,9,22.2,0,1,0.0,0,0,-,0,1,1,6,1,0,3,4,2
Andre Drummond,DET,10/13/2017,DET @ MIL,L,36,18,7,13,53.8,0,0,-,4,6,66.7,9,13,22,7,0,1,1,1,-5
Henry Ellenson,DET,10/13/2017,DET @ MIL,L,13,4,1,6,16.7,0,2,0.0,2,3,66.7,1,2,3,2,0,0,0,0,8
Jon Leuer,DET,10/13/2017,DET @ MIL,L,11,0,0,1,0.0,0,0,-,0,0,-,0,2,2,2,0,0,1,0,-15
Ish Smith,DET,10/13/2017,DET @ MIL,L,20,8,2,7,28.6,1,1,100.0,3,4,75.0,1,3,4,5,0,0,2,1,4
Anthony Tolliver,DET,10/13/2017,DET @ MIL,L,21,3,0,3,0.0,0,2,0.0,3,4,75.0,1,3,4,1,0,0,2,1,2
Luke Kennard,DET,10/13/2017,DET @ MIL,L,20,4,2,6,33.3,0,2,0.0,0,0,-,0,1,1,0,0,0,0,2,11
Reggie Jackson,DET,10/13/2017,DET @ MIL,L,28,9,4,12,33.3,1,4,25.0,0,1,0.0,1,1,2,3,1,0,2,6,-8
Boban Marjanovic,DET,10/13/2017,DET @ MIL,L,12,10,4,5,80.0,0,0,-,2,2,100.0,3,2,5,0,1,1,1,1,1
Langston Galloway,DET,10/13/2017,DET @ MIL,L,18,8,2,9,22.2,2,6,33.3,2,2,100.0,1,0,1,0,1,0,0,1,11
Tobias Harris,DET,10/13/2017,DET @ MIL,L,31,13,5,12,41.7,3,4,75.0,0,0,-,2,4,6,1,0,0,2,2,-12
Avery Bradley,DET,10/13/2017,DET @ MIL,L,30,26,11,17,64.7,2,2,100.0,2,3,66.7,0,0,0,3,3,0,4,1,-17
Stanley Johnson,DET,10/10/2017,DET @ TOR,L,24,6,2,7,28.6,2,4,50.0,0,0,-,1,4,5,1,0,0,2,3,-12
Langston Galloway,DET,10/10/2017,DET @ TOR,L,29,16,5,15,33.3,2,5,40.0,4,4,100.0,0,2,2,1,0,0,0,2,-12
Tobias Harris,DET,10/10/2017,DET @ TOR,L,25,9,3,8,37.5,0,1,0.0,3,5,60.0,0,3,3,1,1,1,1,1,-11
Jon Leuer,DET,10/10/2017,DET @ TOR,L,14,6,3,5,60.0,0,0,-,0,0,-,1,2,3,0,0,0,2,1,-22
